Passport,Destination,Requirement
BO,TH,visa required
BO,TL,visa required
BO,TG,visa on arrival
BO,TO,visa required
BO,TT,visa required
BO,TN,visa required
BO,TM,visa required
BO,TV,visa on arrival
BO,TR,90
BO,UG,visa on arrival
BO,UA,e-visa
BO,AE,e-visa
BO,GB,visa required
BO,US,visa required
BO,UY,visa required
BO,UZ,e-visa
BO,VU,visa required
BO,VA,visa required
BO,VE,90
BO,VN,visa required
BO,YE,visa required
BO,ZM,visa on arrival
BO,ZW,e-visa
BO,AF,visa required
BA,AL,90
BA,DZ,visa required
BA,AD,90
BA,AO,visa on arrival
BA,AG,e-visa
BA,AR,visa required
BA,AM,visa on arrival
BA,AU,e-visa
BA,AT,90
BA,AZ,covid ban
BA,BS,visa required
BA,BH,visa required
BA,BD,visa on arrival
BA,BB,visa required
BA,BY,30
BA,BE,90
BA,BZ,visa required
BA,BJ,e-visa
BA,BT,visa required
BA,BO,visa on arrival
BA,BA,-1
BA,BW,visa required
BA,BR,visa required
BA,BN,visa required
BA,BG,90
BA,BF,visa required
BA,BI,visa required
BA,KH,visa on arrival
BA,CM,visa required
BA,CA,visa required
BA,CV,visa on arrival
BA,CF,visa required
BA,TD,visa required
BA,CL,visa required
BA,CN,90
BA,CO,visa required
BA,KM,visa on arrival
BA,CG,visa required
BA,CD,visa required
BA,CR,visa required
BA,CI,e-visa
BA,HR,90
BA,CU,visa required
BA,CY,90
BA,CZ,90
BA,DK,90
BA,DJ,e-visa
BA,DM,visa required
BA,DO,visa free
BA,EC,90
BA,EG,visa required
BA,SV,visa required
BA,GQ,visa required
BA,ER,visa required
BA,EE,90
BA,SZ,visa required
BA,ET,e-visa
BA,FJ,visa required
BA,FI,90
BA,FR,90
BA,GA,e-visa
BA,GM,90
BA,GE,visa required
BA,DE,90
BA,GH,visa required
BA,GR,90
BA,GD,visa required
BA,GT,visa required
BA,GN,e-visa
BA,GW,visa on arrival
BA,GY,visa required
BA,HT,90
BA,HN,visa required
BA,HK,visa required
BA,HU,90
BA,IS,90
BA,IN,e-visa
BA,ID,visa required
BA,IR,visa on arrival
BA,IQ,visa required
BA,IE,visa required
BA,IL,visa required
BA,IT,90
BA,JM,visa required
BA,JP,visa required
BA,JO,visa on arrival
BA,KZ,visa required
BA,KE,visa on arrival
BA,KI,visa required
BA,XK,visa required
BA,KW,visa required
BA,KG,60
BA,LA,visa required
BA,LV,90
BA,LB,visa required
BA,LS,e-visa
BA,LR,visa required
BA,LY,visa required
BA,LI,90
BA,LT,90
BA,LU,90
BA,MO,visa required
BA,MG,visa on arrival
BA,MW,visa on arrival
BA,MY,visa required
BA,MV,visa required
BA,ML,visa required
BA,MT,90
BA,MH,visa required
BA,MR,visa on arrival
BA,MU,visa required
BA,MX,visa required
BA,FM,30
BA,MD,visa required
BA,MC,90
BA,MN,visa required
BA,ME,visa required
BA,MA,visa required
BA,MZ,visa on arrival
BA,MM,e-visa
BA,NA,visa required
BA,NR,visa required
BA,NP,visa on arrival
BA,NL,90
BA,NZ,visa required
BA,NI,visa required
BA,NE,visa required
BA,NG,visa on arrival
BA,KP,visa required
BA,MK,90
BA,NO,90
BA,OM,visa required
BA,PK,e-visa
BA,PW,visa on arrival
BA,PS,visa free
BA,PA,visa required
BA,PG,visa required
BA,PY,visa required
BA,PE,visa required
BA,PH,visa required
BA,PL,90
BA,PT,90
BA,QA,e-visa
BA,RO,90
BA,RU,visa required
BA,RW,visa on arrival
BA,KN,e-visa
BA,LC,42
BA,WS,visa on arrival
BA,SM,90
BA,ST,e-visa
BA,SA,visa required
BA,SN,visa on arrival
BA,RS,90
BA,SC,90
BA,SL,visa required
BA,SG,30
BA,SK,90
BA,SI,90
BA,SB,visa required
BA,SO,visa on arrival
BA,ZA,visa required
BA,KR,visa required
BA,SS,visa required
BA,ES,90
BA,LK,visa required
BA,VC,30
BA,SD,visa required
BA,SR,e-visa
BA,SE,90
BA,CH,90
BA,SY,visa required
BA,TW,visa required
BA,TJ,e-visa
BA,TZ,visa on arrival
BA,TH,visa required
BA,TL,visa required
BA,TG,visa on arrival
BA,TO,visa required
BA,TT,30
BA,TN,90
BA,TM,visa required
BA,TV,visa on arrival
BA,TR,90
BA,UG,visa on arrival
BA,UA,visa required
BA,AE,e-visa
BA,GB,visa required
BA,US,visa required
BA,UY,visa required
BA,UZ,30
BA,VU,visa required
BA,VA,90
BA,VE,visa required
BA,VN,visa required
BA,YE,visa required
BA,ZM,visa on arrival
BA,ZW,visa on arrival
BA,AF,visa required
BW,AL,visa required
BW,DZ,visa required
BW,AD,visa required
BW,AO,30
BW,AG,180
BW,AR,visa required
BW,AM,visa required
BW,AU,e-visa
BW,AT,visa required
BW,AZ,covid ban
BW,BS,visa required
BW,BH,visa required
BW,BD,90
BW,BB,180
BW,BY,visa required
BW,BE,visa required
BW,BZ,visa required
BW,BJ,90
BW,BT,visa required
BW,BO,visa on arrival
BW,BA,visa required
BW,BW,-1
BW,BR,visa required
BW,BN,visa required
BW,BG,visa required
BW,BF,visa required
BW,BI,visa required
BW,KH,visa on arrival
BW,CM,visa required
BW,CA,visa required
BW,CV,visa on arrival
BW,CF,visa required
BW,TD,visa required
BW,CL,visa required
BW,CN,visa required
BW,CO,e-visa
BW,KM,visa on arrival
BW,CG,visa required
BW,CD,visa required
BW,CR,visa required
BW,CI,e-visa
BW,HR,visa required
BW,CU,visa required
BW,CY,visa required
BW,CZ,visa required
BW,DK,visa required
BW,DJ,e-visa
BW,DM,visa required
BW,DO,visa free
BW,EC,90
BW,EG,visa required
BW,SV,visa required
BW,GQ,visa required
BW,ER,visa required
BW,EE,visa required
BW,SZ,visa required
BW,ET,visa on arrival
BW,FJ,visa required
BW,FI,visa required
BW,FR,visa required
BW,GA,e-visa
BW,GM,90
BW,GE,visa required
BW,DE,visa required
BW,GH,visa on arrival
BW,GR,visa required
BW,GD,90
BW,GT,visa required
BW,GN,e-visa
BW,GW,visa on arrival
BW,GY,90
BW,HT,90
BW,HN,visa required
BW,HK,visa required
BW,HU,visa required
BW,IS,visa required
BW,IN,e-visa
BW,ID,visa required
BW,IR,visa on arrival
BW,IQ,visa required
BW,IE,visa free
BW,IL,visa required
BW,IT,visa required
BW,JM,visa required
BW,JP,visa required
BW,JO,visa required
BW,KZ,e-visa
BW,KE,90
BW,KI,visa required
BW,XK,visa required
BW,KW,visa required
BW,KG,e-visa
BW,LA,visa required
BW,LV,visa required
BW,LB,visa required
BW,LS,90
BW,LR,visa required
BW,LY,visa required
BW,LI,visa required
BW,LT,visa required
BW,LU,visa required
BW,MO,visa required
BW,MG,visa on arrival
BW,MW,visa required
BW,MY,visa required
BW,MV,visa required
BW,ML,visa required
BW,MT,visa required
BW,MH,visa required
BW,MR,visa on arrival
BW,MU,visa required
BW,MX,visa required
BW,FM,30
BW,MD,e-visa
BW,MC,visa required
BW,MN,visa required
BW,ME,visa required
BW,MA,visa required
BW,MZ,visa free
BW,MM,visa required
BW,NA,90
BW,NR,visa required
BW,NP,visa on arrival
BW,NL,visa required
BW,NZ,visa required
BW,NI,visa required
BW,NE,visa required
BW,NG,visa on arrival
BW,KP,visa required
BW,MK,90
BW,NO,visa required
BW,OM,visa required
BW,PK,visa on arrival
BW,PW,visa on arrival
BW,PS,visa required
BW,PA,visa required
BW,PG,e-visa
BW,PY,visa required
BW,PE,visa required
BW,PH,visa required
BW,PL,visa required
BW,PT,visa required
BW,QA,e-visa
BW,RO,visa required
BW,RU,visa required
BW,RW,visa on arrival
BW,KN,90
BW,LC,42
BW,WS,visa on arrival
BW,SM,visa required
BW,ST,e-visa
BW,SA,visa required
BW,SN,visa on arrival
BW,RS,visa required
BW,SC,90
BW,SL,visa on arrival
BW,SG,30
BW,SK,visa required
BW,SI,visa required
BW,SB,visa required
BW,SO,visa on arrival
BW,ZA,90
BW,KR,visa required
BW,SS,visa on arrival
BW,ES,visa required
BW,LK,visa required
BW,VC,30
BW,SD,visa required
BW,SR,e-visa
BW,SE,visa required
BW,CH,visa required
BW,SY,visa required
BW,TW,visa required
BW,TJ,e-visa
BW,TZ,90
BW,TH,visa required
BW,TL,visa required
BW,TG,visa on arrival
BW,TO,visa required
BW,TT,visa free
BW,TN,visa required
BW,TM,visa required
BW,TV,visa on arrival
BW,TR,visa required
BW,UG,visa on arrival
BW,UA,visa required
BW,AE,e-visa
BW,GB,180
BW,US,visa required
BW,UY,visa required
BW,UZ,e-visa
BW,VU,30
BW,VA,visa required
BW,VE,visa required
BW,VN,visa required
BW,YE,visa required
BW,ZM,90
BW,ZW,90
BW,AF,visa required
BR,AL,90
BR,DZ,visa required
BR,AD,visa required
BR,AO,visa on arrival
BR,AG,180
BR,AR,visa required
BR,AM,visa required
BR,AU,e-visa
BR,AT,visa required
BR,AZ,covid ban
BR,BS,visa required
BR,BH,e-visa
BR,BD,visa required
BR,BB,180
BR,BY,90
BR,BE,visa required
BR,BZ,visa required
BR,BJ,e-visa
BR,BT,visa required
BR,BO,visa required
BR,BA,visa required
BR,BW,visa required
BR,BR,-1
BR,BN,visa required
BR,BG,visa required
BR,BF,visa on arrival
BR,BI,visa required
BR,KH,visa on arrival
BR,CM,visa required
BR,CA,visa required
BR,CV,30
BR,CF,visa required
BR,TD,visa required
BR,CL,visa required
BR,CN,visa required
BR,CO,visa required
BR,KM,visa on arrival
BR,CG,visa required
BR,CD,visa required
BR,CR,visa required
BR,CI,e-visa
BR,HR,visa required
BR,CU,visa required
BR,CY,visa required
BR,CZ,visa required
BR,DK,visa required
BR,DJ,e-visa
BR,DM,visa required
BR,DO,visa free
BR,EC,90
BR,EG,visa on arrival
BR,SV,90
BR,GQ,visa required
BR,ER,visa required
BR,EE,visa required
BR,SZ,visa required
BR,ET,visa on arrival
BR,FJ,visa required
BR,FI,visa required
BR,FR,visa required
BR,GA,visa on arrival
BR,GM,visa required
BR,GE,visa required
BR,DE,visa required
BR,GH,visa required
BR,GR,visa required
BR,GD,90
BR,GT,90
BR,GN,e-visa
BR,GW,visa on arrival
BR,GY,90
BR,HT,90
BR,HN,visa required
BR,HK,visa required
BR,HU,visa required
BR,IS,visa required
BR,IN,e-visa
BR,ID,visa required
BR,IR,visa on arrival
BR,IQ,visa required
BR,IE,visa free
BR,IL,visa required
BR,IT,visa required
BR,JM,visa required
BR,JP,visa required
BR,JO,visa on arrival
BR,KZ,visa required
BR,KE,visa on arrival
BR,KI,visa required
BR,XK,visa required
BR,KW,visa required
BR,KG,60
BR,LA,visa required
BR,LV,visa required
BR,LB,visa on arrival
BR,LS,e-visa
BR,LR,visa required
BR,LY,visa required
BR,LI,visa required
BR,LT,visa required
BR,LU,visa required
BR,MO,visa required
BR,MG,visa on arrival
BR,MW,visa on arrival
BR,MY,visa required
BR,MV,visa required
BR,ML,visa required
BR,MT,visa required
BR,MH,visa required
BR,MR,visa on arrival
BR,MU,visa required
BR,MX,180
BR,FM,30
BR,MD,visa required
BR,MC,visa required
BR,MN,visa required
BR,ME,visa required
BR,MA,90
BR,MZ,visa on arrival
BR,MM,e-visa
BR,NA,90
BR,NR,visa required
BR,NP,visa on arrival
BR,NL,visa required
BR,NZ,visa required
BR,NI,90
BR,NE,visa required
BR,NG,visa on arrival
BR,KP,visa required
BR,MK,90
BR,NO,visa required
BR,OM,visa required
BR,PK,e-visa
BR,PW,visa on arrival
BR,PS,visa free
BR,PA,visa required
BR,PG,visa on arrival
BR,PY,visa required
BR,PE,visa required
BR,PH,visa required
BR,PL,visa required
BR,PT,visa required
BR,QA,visa required
BR,RO,visa required
BR,RU,visa required
BR,RW,visa on arrival
BR,KN,90
BR,LC,42
BR,WS,visa on arrival
BR,SM,visa required
BR,ST,visa free
BR,SA,visa required
BR,SN,visa on arrival
BR,RS,90
BR,SC,90
BR,SL,visa on arrival
BR,SG,30
BR,SK,visa required
BR,SI,visa required
BR,SB,visa required
BR,SO,visa on arrival
BR,ZA,90
BR,KR,visa required
BR,SS,visa required
BR,ES,visa required
BR,LK,visa required
BR,VC,30
BR,SD,visa required
BR,SR,90
BR,SE,visa required
BR,CH,visa required
BR,SY,visa required
BR,TW,visa required
BR,TJ,visa on arrival
BR,TZ,visa on arrival
BR,TH,90
BR,TL,visa required
BR,TG,visa on arrival
BR,TO,visa on arrival
BR,TT,90
BR,TN,90
BR,TM,visa required
BR,TV,visa on arrival
BR,TR,90
BR,UG,visa on arrival
BR,UA,visa required
BR,AE,visa required
BR,GB,180
BR,US,visa required
BR,UY,visa required
BR,UZ,30
BR,VU,30
BR,VA,visa required
BR,VE,90
BR,VN,visa required
BR,YE,visa required
BR,ZM,visa on arrival
BR,ZW,visa on arrival
BR,AF,visa required
BN,AL,90
BN,DZ,visa required
BN,AD,visa required
BN,AO,visa on arrival
BN,AG,180
BN,AR,visa required
BN,AM,visa on arrival
BN,AU,visa required
BN,AT,visa required
BN,AZ,covid ban
BN,BS,visa required
BN,BH,e-visa
BN,BD,visa on arrival
BN,BB,180
BN,BY,visa required
BN,BE,visa required
BN,BZ,visa required
BN,BJ,e-visa
BN,BT,visa required
BN,BO,visa on arrival
BN,BA,visa required
BN,BW,visa required
BN,BR,visa required
BN,BN,-1
BN,BG,visa required
BN,BF,visa required
BN,BI,visa required
BN,KH,14
BN,CM,visa required
BN,CA,visa required
BN,CV,visa on arrival
BN,CF,visa required
BN,TD,visa required
BN,CL,visa required
BN,CN,15
BN,CO,visa required
BN,KM,visa on arrival
BN,CG,visa required
BN,CD,visa required
BN,CR,visa required
BN,CI,e-visa
BN,HR,visa required
BN,CU,visa required
BN,CY,visa required
BN,CZ,visa required
BN,DK,visa required
BN,DJ,e-visa
BN,DM,visa required
BN,DO,visa free
BN,EC,90
BN,EG,visa on arrival
BN,SV,90
BN,GQ,visa required
BN,ER,visa required
BN,EE,visa required
BN,SZ,visa required
BN,ET,e-visa
BN,FJ,visa required
BN,FI,visa required
BN,FR,visa required
BN,GA,e-visa
BN,GM,90
BN,GE,visa required
BN,DE,visa required
BN,GH,visa required
BN,GR,visa required
BN,GD,90
BN,GT,90
BN,GN,e-visa
BN,GW,visa on arrival
BN,GY,visa required
BN,HT,90
BN,HN,visa required
BN,HK,visa required
BN,HU,visa required
BN,IS,visa required
BN,IN,e-visa
BN,ID,visa required
BN,IR,visa on arrival
BN,IQ,visa required
BN,IE,visa free
BN,IL,visa required
BN,IT,visa required
BN,JM,visa required
BN,JP,visa required
BN,JO,visa on arrival
BN,KZ,e-visa
BN,KE,90
BN,KI,visa required
BN,XK,visa required
BN,KW,visa on arrival
BN,KG,60
BN,LA,visa required
BN,LV,visa required
BN,LB,visa required
BN,LS,90
BN,LR,visa required
BN,LY,visa required
BN,LI,visa required
BN,LT,visa required
BN,LU,visa required
BN,MO,visa required
BN,MG,visa on arrival
BN,MW,visa on arrival
BN,MY,visa required
BN,MV,visa required
BN,ML,visa required
BN,MT,visa required
BN,MH,visa required
BN,MR,visa on arrival
BN,MU,visa required
BN,MX,visa required
BN,FM,30
BN,MD,visa required
BN,MC,visa required
BN,MN,visa required
BN,ME,visa required
BN,MA,visa required
BN,MZ,visa on arrival
BN,MM,14
BN,NA,visa required
BN,NR,visa required
BN,NP,visa on arrival
BN,NL,visa required
BN,NZ,visa required
BN,NI,90
BN,NE,visa required
BN,NG,visa on arrival
BN,KP,visa required
BN,MK,90
BN,NO,visa required
BN,OM,visa required
BN,PK,visa on arrival
BN,PW,visa on arrival
BN,PS,visa free
BN,PA,visa required
BN,PG,visa on arrival
BN,PY,visa required
BN,PE,visa required
BN,PH,visa required
BN,PL,visa required
BN,PT,visa required
BN,QA,visa required
BN,RO,visa required
BN,RU,visa required
BN,RW,visa on arrival
BN,KN,90
BN,LC,42
BN,WS,visa on arrival
BN,SM,visa required
BN,ST,e-visa
BN,SA,visa on arrival
BN,SN,visa on arrival
BN,RS,visa required
BN,SC,90
BN,SL,visa on arrival
BN,SG,30
BN,SK,visa required
BN,SI,visa required
BN,SB,visa required
BN,SO,visa on arrival
BN,ZA,visa required
BN,KR,visa required
BN,SS,visa required
BN,ES,visa required
BN,LK,visa required
BN,VC,30
BN,SD,visa required
BN,SR,e-visa
BN,SE,visa required
BN,CH,visa required
BN,SY,visa required
BN,TW,visa required
BN,TJ,visa on arrival
BN,TZ,90
BN,TH,30
BN,TL,visa required
BN,TG,visa on arrival
BN,TO,visa on arrival
BN,TT,visa free
BN,TN,90
BN,TM,visa required
BN,TV,visa on arrival
BN,TR,90
BN,UG,visa on arrival
BN,UA,visa required
BN,AE,visa required
BN,GB,180
BN,US,e-visa
BN,UY,visa required
BN,UZ,30
BN,VU,30
BN,VA,visa required
BN,VE,visa required
BN,VN,visa required
BN,YE,visa required
BN,ZM,visa on arrival
BN,ZW,visa on arrival
BN,AF,visa required
BG,AL,90
BG,DZ,visa required
BG,AD,visa free
BG,AO,visa on arrival
BG,AG,180
BG,AR,visa required
BG,AM,visa required
BG,AU,e-visa
BG,AT,visa free
BG,AZ,covid ban
BG,BS,visa required
BG,BH,e-visa
BG,BD,visa on arrival
BG,BB,90
BG,BY,30
BG,BE,visa free
BG,BZ,visa required
BG,BJ,e-visa
BG,BT,visa required
BG,BO,visa on arrival
BG,BA,visa required
BG,BW,visa required
BG,BR,visa required
BG,BN,visa required
BG,BG,-1
BG,BF,visa required
BG,BI,visa required
BG,KH,visa on arrival
BG,CM,visa required
BG,CA,visa required
BG,CV,30
BG,CF,visa required
BG,TD,visa required
BG,CL,visa required
BG,CN,visa required
BG,CO,visa required
BG,KM,visa on arrival
BG,CG,visa required
BG,CD,visa required
BG,CR,visa required
BG,CI,e-visa
BG,HR,visa free
BG,CU,visa required
BG,CY,visa free
BG,CZ,visa free
BG,DK,visa free
BG,DJ,e-visa
BG,DM,visa required
BG,DO,visa free
BG,EC,90
BG,EG,visa on arrival
BG,SV,90
BG,GQ,visa required
BG,ER,visa required
BG,EE,visa free
BG,SZ,visa required
BG,ET,e-visa
BG,FJ,visa required
BG,FI,visa free
BG,FR,visa free
BG,GA,visa on arrival
BG,GM,90
BG,GE,visa required
BG,DE,visa free
BG,GH,visa required
BG,GR,visa free
BG,GD,90
BG,GT,90
BG,GN,e-visa
BG,GW,visa on arrival
BG,GY,visa required
BG,HT,90
BG,HN,visa required
BG,HK,visa required
BG,HU,visa free
BG,IS,visa free
BG,IN,e-visa
BG,ID,visa required
BG,IR,visa on arrival
BG,IQ,visa required
BG,IE,visa free
BG,IL,visa required
BG,IT,visa free
BG,JM,visa required
BG,JP,visa required
BG,JO,visa on arrival
BG,KZ,visa required
BG,KE,visa on arrival
BG,KI,120
BG,XK,visa required
BG,KW,visa on arrival
BG,KG,visa on arrival
BG,LA,visa required
BG,LV,visa free
BG,LB,visa on arrival
BG,LS,e-visa
BG,LR,visa required
BG,LY,visa required
BG,LI,visa free
BG,LT,visa free
BG,LU,visa free
BG,MO,visa required
BG,MG,visa on arrival
BG,MW,visa on arrival
BG,MY,visa required
BG,MV,visa required
BG,ML,visa required
BG,MT,visa free
BG,MH,visa required
BG,MR,visa on arrival
BG,MU,visa required
BG,MX,180
BG,FM,90
BG,MD,visa required
BG,MC,visa free
BG,MN,visa required
BG,ME,visa required
BG,MA,90
BG,MZ,visa on arrival
BG,MM,e-visa
BG,NA,visa required
BG,NR,visa required
BG,NP,visa on arrival
BG,NL,visa free
BG,NZ,visa required
BG,NI,90
BG,NE,visa required
BG,NG,visa on arrival
BG,KP,visa required
BG,MK,90
BG,NO,visa free
BG,OM,visa required
BG,PK,e-visa
BG,PW,90
BG,PS,visa free
BG,PA,visa required
BG,PG,visa on arrival
BG,PY,visa required
BG,PE,visa required
BG,PH,visa required
BG,PL,visa free
BG,PT,visa free
BG,QA,visa required
BG,RO,visa free
BG,RU,visa required
BG,RW,visa on arrival
BG,KN,90
BG,LC,90
BG,WS,90
BG,SM,visa free
BG,ST,15
BG,SA,visa on arrival
BG,SN,90
BG,RS,90
BG,SC,90
BG,SL,visa on arrival
BG,SG,90
BG,SK,visa free
BG,SI,visa free
BG,SB,visa required
BG,SO,visa on arrival
BG,ZA,visa required
BG,KR,visa required
BG,SS,visa required
BG,ES,visa free
BG,LK,visa required
BG,VC,90
BG,SD,visa required
BG,SR,e-visa
BG,SE,visa free
BG,CH,visa free
BG,SY,visa required
BG,TW,visa required
BG,TJ,visa on arrival
BG,TZ,visa on arrival
BG,TH,visa required
BG,TL,visa required
BG,TG,visa on arrival
BG,TO,90
BG,TT,90
BG,TN,60
BG,TM,visa required
BG,TV,90
BG,TR,90
BG,UG,visa on arrival
BG,UA,visa required
BG,AE,visa required
BG,GB,visa free
BG,US,visa required
BG,UY,visa required
BG,UZ,30
BG,VU,90
BG,VA,visa free
BG,VE,90
BG,VN,visa required
BG,YE,visa required
BG,ZM,visa on arrival
BG,ZW,visa on arrival
BG,AF,visa required
BF,AL,visa required
BF,DZ,visa required
BF,AD,visa required
BF,AO,visa on arrival
BF,AG,e-visa
BF,AR,visa required
BF,AM,visa required
BF,AU,e-visa
BF,AT,visa required
BF,AZ,covid ban
BF,BS,visa required
BF,BH,visa required
BF,BD,90
BF,BB,90
BF,BY,visa required
BF,BE,visa required
BF,BZ,visa required
BF,BJ,90
BF,BT,visa required
BF,BO,visa on arrival
BF,BA,visa required
BF,BW,visa required
BF,BR,visa required
BF,BN,visa required
BF,BG,visa required
BF,BF,-1
BF,BI,visa required
BF,KH,visa on arrival
BF,CM,visa required
BF,CA,visa required
BF,CV,visa free
BF,CF,90
BF,TD,90
BF,CL,visa required
BF,CN,visa required
BF,CO,e-visa
BF,KM,visa on arrival
BF,CG,visa on arrival
BF,CD,visa required
BF,CR,visa required
BF,CI,90
BF,HR,visa required
BF,CU,visa required
BF,CY,visa required
BF,CZ,visa required
BF,DK,visa required
BF,DJ,e-visa
BF,DM,visa required
BF,DO,visa required
BF,EC,90
BF,EG,visa required
BF,SV,visa required
BF,GQ,visa required
BF,ER,visa required
BF,EE,visa required
BF,SZ,visa required
BF,ET,visa on arrival
BF,FJ,visa required
BF,FI,visa required
BF,FR,visa required
BF,GA,e-visa
BF,GM,visa free
BF,GE,e-visa
BF,DE,visa required
BF,GH,visa free
BF,GR,visa required
BF,GD,visa required
BF,GT,visa required
BF,GN,visa free
BF,GW,visa free
BF,GY,visa required
BF,HT,90
BF,HN,visa required
BF,HK,visa required
BF,HU,visa required
BF,IS,visa required
BF,IN,visa required
BF,ID,visa required
BF,IR,visa on arrival
BF,IQ,visa required
BF,IE,visa required
BF,IL,visa required
BF,IT,visa required
BF,JM,visa required
BF,JP,visa required
BF,JO,visa required
BF,KZ,e-visa
BF,KE,visa on arrival
BF,KI,visa required
BF,XK,visa required
BF,KW,visa required
BF,KG,e-visa
BF,LA,visa required
BF,LV,visa required
BF,LB,visa required
BF,LS,e-visa
BF,LR,visa free
BF,LY,visa required
BF,LI,visa required
BF,LT,visa required
BF,LU,visa required
BF,MO,visa required
BF,MG,visa on arrival
BF,MW,e-visa
BF,MY,visa required
BF,MV,visa required
BF,ML,visa free
BF,MT,visa required
BF,MH,visa required
BF,MR,visa on arrival
BF,MU,visa required
BF,MX,visa required
BF,FM,30
BF,MD,e-visa
BF,MC,visa required
BF,MN,visa required
BF,ME,visa required
BF,MA,visa required
BF,MZ,visa on arrival
BF,MM,visa required
BF,NA,visa required
BF,NR,visa required
BF,NP,visa on arrival
BF,NL,visa required
BF,NZ,visa required
BF,NI,visa on arrival
BF,NE,visa free
BF,NG,visa free
BF,KP,visa required
BF,MK,visa required
BF,NO,visa required
BF,OM,visa required
BF,PK,e-visa
BF,PW,visa on arrival
BF,PS,visa required
BF,PA,visa required
BF,PG,visa required
BF,PY,visa required
BF,PE,visa required
BF,PH,visa required
BF,PL,visa required
BF,PT,visa required
BF,QA,e-visa
BF,RO,visa required
BF,RU,visa required
BF,RW,visa on arrival
BF,KN,e-visa
BF,LC,visa on arrival
BF,WS,visa on arrival
BF,SM,visa required
BF,ST,e-visa
BF,SA,visa required
BF,SN,90
BF,RS,visa required
BF,SC,90
BF,SL,visa free
BF,SG,30
BF,SK,visa required
BF,SI,visa required
BF,SB,visa required
BF,SO,visa on arrival
BF,ZA,visa required
BF,KR,visa required
BF,SS,visa required
BF,ES,visa required
BF,LK,visa required
BF,VC,30
BF,SD,visa required
BF,SR,e-visa
BF,SE,visa required
BF,CH,visa required
BF,SY,visa required
BF,TW,e-visa
BF,TJ,e-visa
BF,TZ,visa on arrival
BF,TH,visa required
BF,TL,visa required
BF,TG,visa free
BF,TO,visa required
BF,TT,visa required
BF,TN,90
BF,TM,visa required
BF,TV,visa on arrival
BF,TR,visa required
BF,UG,visa on arrival
BF,UA,visa required
BF,AE,e-visa
BF,GB,visa required
BF,US,visa required
BF,UY,visa required
BF,UZ,e-visa
BF,VU,visa required
BF,VA,visa required
BF,VE,visa required
BF,VN,visa required
BF,YE,visa required
BF,ZM,e-visa
BF,ZW,e-visa
BF,AF,visa required
BI,AL,visa required
BI,DZ,visa required
BI,AD,visa required
BI,AO,visa on arrival
BI,AG,e-visa
BI,AR,visa required
BI,AM,visa required
BI,AU,e-visa
BI,AT,visa required
BI,AZ,covid ban
BI,BS,visa required
BI,BH,visa required
BI,BD,visa on arrival
BI,BB,90
BI,BY,visa required
BI,BE,visa required
BI,BZ,visa required
BI,BJ,90
BI,BT,visa required
BI,BO,visa on arrival
BI,BA,visa required
BI,BW,visa required
BI,BR,visa required
BI,BN,visa required
BI,BG,visa required
BI,BF,visa required
BI,BI,-1
BI,KH,visa on arrival
BI,CM,visa required
BI,CA,visa required
BI,CV,visa on arrival
BI,CF,90
BI,TD,visa required
BI,CL,visa required
BI,CN,visa required
BI,CO,e-visa
BI,KM,visa on arrival
BI,CG,visa required
BI,CD,visa free
BI,CR,visa required
BI,CI,e-visa
BI,HR,visa required
BI,CU,visa required
BI,CY,visa required
BI,CZ,visa required
BI,DK,visa required
BI,DJ,e-visa
BI,DM,visa required
BI,DO,visa required
BI,EC,90
BI,EG,visa required
BI,SV,visa required
BI,GQ,visa required
BI,ER,visa required
BI,EE,visa required
BI,SZ,visa required
BI,ET,visa on arrival
BI,FJ,visa required
BI,FI,visa required
BI,FR,visa required
BI,GA,e-visa
BI,GM,90
BI,GE,e-visa
BI,DE,visa required
BI,GH,visa on arrival
BI,GR,visa required
BI,GD,visa required
BI,GT,visa required
BI,GN,e-visa
BI,GW,visa on arrival
BI,GY,visa required
BI,HT,90
BI,HN,visa required
BI,HK,visa required
BI,HU,visa required
BI,IS,visa required
BI,IN,e-visa
BI,ID,visa required
BI,IR,visa on arrival
BI,IQ,visa required
BI,IE,visa required
BI,IL,visa required
BI,IT,visa required
BI,JM,visa required
BI,JP,visa required
BI,JO,visa required
BI,KZ,e-visa
BI,KE,90
BI,KI,visa required
BI,XK,visa required
BI,KW,visa required
BI,KG,e-visa
BI,LA,visa required
BI,LV,visa required
BI,LB,visa required
BI,LS,e-visa
BI,LR,visa required
BI,LY,visa required
BI,LI,visa required
BI,LT,visa required
BI,LU,visa required
BI,MO,visa required
BI,MG,visa required
BI,MW,e-visa
BI,MY,visa required
BI,MV,visa required
BI,ML,visa required
BI,MT,visa required
BI,MH,visa required
BI,MR,visa on arrival
BI,MU,visa required
BI,MX,visa required
BI,FM,30
BI,MD,e-visa
BI,MC,visa required
BI,MN,visa required
BI,ME,visa required
BI,MA,visa required
BI,MZ,visa on arrival
BI,MM,visa required
BI,NA,visa required
BI,NR,visa required
BI,NP,visa on arrival
BI,NL,visa required
BI,NZ,visa required
BI,NI,visa on arrival
BI,NE,visa required
BI,NG,visa on arrival
BI,KP,visa required
BI,MK,visa required
BI,NO,visa required
BI,OM,visa required
BI,PK,e-visa
BI,PW,visa on arrival
BI,PS,visa required
BI,PA,visa required
BI,PG,visa required
BI,PY,visa required
BI,PE,visa required
BI,PH,visa required
